,,,,,,,,,
"COICOP Code list",,,,,,,,,
,,,,,,,,,
"COICOP","item","CoicopType","CoicopTypeDesc","MainGroup","MainName","SecondaryGroup","secondaryGroupName","ThirdGroup","ThirdGroupDEsc"
"01191701","Other sauces and condiments, specify",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192101","Salt",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192201","Fine white pepper",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192202","Pepper, black corns and fine black pepper",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192203","Curry powder",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192301","Chicken spice",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192302","Steak and chops spice",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192304","Chili powder",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192305","Cinnamon",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192401","Cloves",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01192501","Other  salt and spices, specify (Aromat)",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193101","Baby food Predominantly grain",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193102","Baby food Predominantly meat",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193103","Baby food Predominantly vegetables",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193104","Baby food Predominantly fruit",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193105","Baby food Predominantly milk",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193201","Canned soup",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193202","Powder soup",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193301","Custard powder",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193302","Instant yeast",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193303","Baking powder",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193304","Bicarbonate of soda",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193305","Other food products specify",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01193306","Instant pudding powder",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01194101","Soya product (excluding soy milk)",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01195000","Food hampers",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"66111801","Other produce, specify",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"66211601","Other livestock from own production",1,"Consumption","01","Food and non-alcoholic beverages","011","Food","0119","Food products n.e.c."
"01211101","Instant coffee",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01211201","Ground coffee",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01211301","Coffee beans",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01212101","Tee leaves",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01212102","Tagged tea bags",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01212103","Tag less tea bags",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01212201","Rooibos tea leaves",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01212202","Rooibos tea bags",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01212300","Herbal tea not from food service place",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01212401","Other tea, specify",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01213101","Cocoa powder",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01213201","Powdered chocolate",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01213301","Other hot drinks",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0121","Coffee, tea and cocoa"
"01221100","Mineral water/spring water (aerated and still)",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0122","Mineral waters, soft drinks, fruit and vegetable juices"
"01222101","Aerated cold drinks",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0122","Mineral waters, soft drinks, fruit and vegetable juices"
"01222102","Other (eg Energade, Lucozade, Ice tea etc)",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0122","Mineral waters, soft drinks, fruit and vegetable juices"
"01223101","Fruit juices not from food service places",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0122","Mineral waters, soft drinks, fruit and vegetable juices"
"01223102","Concentrates and drink powders",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0122","Mineral waters, soft drinks, fruit and vegetable juices"
"01224101","Vegetable juices not from food service places",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0122","Mineral waters, soft drinks, fruit and vegetable juices"
"01225101","Fruit and vegetable juices (combined) not from food service places",1,"Consumption","01","Food and non-alcoholic beverages","012","Non-alcoholic beverages","0122","Mineral waters, soft drinks, fruit and vegetable juices"
"01999999","Unclassified expenditures on Food",1,"Consumption","01","Food and non-alcoholic beverages","019","Unclassified food items","0199","Unclassified food items"
"02111100","Spirits (such as brandy, whisky gin, liqueurs)",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0211","Spirits"
"02121100","Table wines (including sparkling wine) not from food service places",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0212","Wine"
"02121201","Cooking wines not from food service places",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0212","Wine"
"02121300","Fortified wines (sherry, port etc) not from food service places",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0212","Wine"
"02122100","Spirit coolers (cider, hooch etc) not from a food service place",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0212","Wine"
"02122200","Other (eg mampoer, home brewed) not from food service place",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0212","Wine"
"02131100","Clear beer not purchased from a food service place",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0213","Beer"
"02131201","Sorghum beer (pre-packed) not from a food service place",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0213","Beer"
"02131301","Sorghum beer (traditional) not from a food service place",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","021","Alcoholic beverages","0213","Beer"
"02211100","Cigarettes",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","022","Tobacco","0221","Tobacco"
"02212100","Cigars and cigarillos",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","022","Tobacco","0221","Tobacco"
"02213100","Pipe and cigarette tobacco",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","022","Tobacco","0221","Tobacco"
"02213200","Chewing tobacco and snuff",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","022","Tobacco","0221","Tobacco"
"02213300","Other items smoked",1,"Consumption","02","Alcoholic beverages, tobacco and narcotics","022","Tobacco","0221","Tobacco"
"03111100","Material for clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0311","Clothing materials"
"03121001","Men’s clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03121002","Sports clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03122001","Women’s clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03122002","Specially made-up clothes (eg clothes made by dressmakers and tailors)",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03123100","Infants’ clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03123200","Girls’ school uniform",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03123300","Boys’ school uniform",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03123400","Girls’ clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03123500","Boys’ clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03126000","Other , specify",1,"Consumption","03","Clothing and footwear","031","Clothing","0312","Garments"
"03131001","Clothing accessories such as scarves, ties, belts, gloves etc",1,"Consumption","03","Clothing and footwear","031","Clothing","0313","Other articles of clothing and clothing accessories"
"03131101","Knitting wool and yarns",1,"Consumption","03","Clothing and footwear","031","Clothing","0313","Other articles of clothing and clothing accessories"
"03131102","Patterns, trimming lace, sewing cotton etc",1,"Consumption","03","Clothing and footwear","031","Clothing","0313","Other articles of clothing and clothing accessories"
"03141100","Cleaning of clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0314","Cleaning, repair and hire of clothing"
"03141200","Labour cost for making or knitting ofclothing and repairs/alterations to clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0314","Cleaning, repair and hire of clothing"
"03141300","Cost of the hire of clothing",1,"Consumption","03","Clothing and footwear","031","Clothing","0314","Cleaning, repair and hire of clothing"
"03211001","Men's footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03211002","Sports footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03211003","Other footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03212001","Women's footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03213100","Girls’ school footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03213200","Boys’ school footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03213300","Girls’ footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03213400","Boys’ footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03213500","Infants’ footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0321","Shoes and other footwear"
"03221100","Repair of footwear",1,"Consumption","03","Clothing and footwear","032","Footwear","0322","Repair and hire of foowear"
"03221200","Cost of hire of shoes",1,"Consumption","03","Clothing and footwear","032","Footwear","0322","Repair and hire of foowear"
"04111010","Rent dwelling",1,"Consumption","04","Housing, water, electricity, gas and other fuels","041","Actual rentals for housing","0411","Actual rentals paid by tenants"
"04211001","Imputed rent on owned dwellingI 7% PerYear of Dwelling",1,"Consumption","04","Housing, water, electricity, gas and other fuels","042","Imputed rentals for housing","0421","Imputed rentals of owner-occupiers"
"04311100","Maintenance and repair of dwelling (existing buildings, swimming pools etc including paints, wallpaper etc)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","043","Maintenance and repair of the dwelling","0431","Materials for maintenance and repair of the dwelling"
"04321100","Services for maintenance and repair of dwelling (plumbers, electricians, carpenters)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","043","Maintenance and repair of the dwelling","0432","Service of the maintenance and repair of the dwelling"
"04321201","Labour and material for maintenance and repair of dwelling",1,"Consumption","04","Housing, water, electricity, gas and other fuels","043","Maintenance and repair of the dwelling","0432","Service of the maintenance and repair of the dwelling"
"04321203","Security systems (including alarms, panic buttons)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","043","Maintenance and repair of the dwelling","0432","Service of the maintenance and repair of the dwelling"
"04321400","Swimming pool maintenance (excluding wages of persons who maintain pools, but including chemicals)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","043","Maintenance and repair of the dwelling","0432","Service of the maintenance and repair of the dwelling"
"04404500","Water and Electricity",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0440","Water and Electricity"
"04411010","Water",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0441","Water supply"
"04421010","Refuse removel",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0442","Refuse collection"
"04431010","Sanitation",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0443","Sewarage collection"
"04441010","Rate and taxes",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0444","Other services relating to the dwelling"
"04441020","Security services (including reaction services and neighbourhood watch)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0444","Other services relating to the dwelling"
"04441040","Purchase of watch dogs",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0444","Other services relating to the dwelling"
"04442000","VAT on utilities",1,"Consumption","04","Housing, water, electricity, gas and other fuels","044","Water supply and miscellaneous services relating to the dwelling","0444","Other services relating to the dwelling"
"04511010","electricity",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0451","Electricity"
"04511110","Prepaid electricity",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0451","Electricity"
"04522010","Gas",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0452","Gas"
"04522102","Gas in cylinders (including gas for heating purposes)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0452","Gas"
"04531101","Paraffin",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0453","Liquid fuels"
"04531102","Petrol for household use (not transport)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0453","Liquid fuels"
"04531103","Diesel for household use (not transport)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0453","Liquid fuels"
"04541101","Firewood Bought",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541102","Firewood Fetched (value)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541201","Charcoal",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541301","Candles",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541401","Coal (including anthracite)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541501","Dung Bought",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541502","Dung Fetched (value)",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541601","Crop waste",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"04541710","Other household fuel",1,"Consumption","04","Housing, water, electricity, gas and other fuels","045","Electricity, gas and other fuels","0454","Solid fuels"
"05111110","Other bedroom furniture",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111201","Dining room furniture",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111300","Lounge furniture",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111400","Kitchen furniture and units (excluding appliances, eg refrigerators)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111500","Study desks, bookshelves and other study furniture",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111600","Garden and patio furniture",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111610","Other (eg ornaments, paintings and other works of art) specify",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111620","Other loose items of furniture, specify (eg beanbags, mirrors)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05111700","Other furniture",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0511","Furniture and furnishings"
"05121101","Fitted carpets",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0512","Carpets and other floor covering"
"05121102","Loose carpets and rugs",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0512","Carpets and other floor covering"
"05121103","Tiles",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0512","Carpets and other floor covering"
"05121200","Other floor coverings (excluding bathroom and door mats) specify",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0512","Carpets and other floor covering"
"05131100","Upholstering",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0513","Repair of furniture, furnishings and floor covering"
"05131210","Repairs to furniture",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0513","Repair of furniture, furnishings and floor covering"
"05131220","Repairs to furnishings",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0513","Repair of furniture, furnishings and floor covering"
"05131230","Repairs to floor coverings",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","051","Furniture and furnishings, carpets and other floor covering","0513","Repair of furniture, furnishings and floor covering"
"05211000","Bed bases and mattresses",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211100","Blankets and travelling rugs",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211200","Sheets and pillow cases",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211300","Duvets and duvet covers",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211400","Table and bathroom linen (eg table cloths and napkins, towels & face cloths)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211500","Curtains (including making and hanging charges) and material for curtains",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211600","Pillows and cushions",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211700","Other household textiles",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211800","Duvet packs (eg package including pillow cases and sheets)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05211900","Value of repairs to household textiles",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","052","Household textiles","0521","Household textile"
"05311100","Refrigerators, deep freezers and refrigerator/deep-freeze combinations",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05311200","Refrigerators",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05312100","Washing machines, dishwashers and tumble dryers",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05313100","Stoves and ovens, including microwave ovens",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05313200","Coal, wood and anthracite stoves",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05313300","Gas stoves and heaters",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05314100","Heaters and air conditioners",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05314200","Paraffin stoves and heaters",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05315100","Vacuum cleaners, polishers and carpet cleaning machines",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05316100","Sewing machines, over-lockers and knitting machines",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05316200","Sewing and knitting machines",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0531","Major household appliances wheter or no aelectriccal"
"05321101","Hotplates",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05321200","Irons",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05321300","Kettles and percolators, coffee makers",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05321400","Food mixers, processors and similar accessories",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05321500","Frying pans and woks",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05321600","Toaster, waffle pans and sandwich toasters",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05321800","Other electrical appliances (eg electric blankets, water pumps and fans) specify",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05321900","Other (eg dry cabinets and safes) specify",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0532","Small electrical household appliance"
"05331100","Repairs and service charges for electrical appliances",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0533","Repair of household appliance"
"05331200","Repairs and service charges for non electrical appliances",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","053","Household appliances","0533","Repair of household appliance"
"05411000","Glass and crystal ware, tableware (including household or toilet articles of porcelain, ceramic stoneware, china etc)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","054","Glassware, tableware andhousehold utensils","0541","Gkassware,tableware and household utensils"
"05412000","Cutlery flatware and silverware Kitchen and domestic utensils (non-electrical utensils, such as frying pans saucepans etc)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","054","Glassware, tableware andhousehold utensils","0541","Gkassware,tableware and household utensils"
"05413100","Enamel",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","054","Glassware, tableware andhousehold utensils","0541","Gkassware,tableware and household utensils"
"05413200","Aluminum, iron steel",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","054","Glassware, tableware andhousehold utensils","0541","Gkassware,tableware and household utensils"
"05413300","Plastic",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","054","Glassware, tableware andhousehold utensils","0541","Gkassware,tableware and household utensils"
"05413400","Other (such as towel rails, bottle racks, etc) Specify",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","054","Glassware, tableware andhousehold utensils","0541","Gkassware,tableware and household utensils"
"05414200","Value of repairs on glassware, tableware and household utensils",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","054","Glassware, tableware andhousehold utensils","0541","Gkassware,tableware and household utensils"
"05511110","Power driven garden tools",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0551","Major tools and equipment"
"05511130","Power drills",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0551","Major tools and equipment"
"05521101","light bulbs",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0552","Small tools and miscellaneous accessories"
"05521201","Dry cells",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0552","Small tools and miscellaneous accessories"
"05521202","Recharging of rechargeable cells (not car batteies)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0552","Small tools and miscellaneous accessories"
"05521301","Hand tools (such as screwdrivers)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0552","Small tools and miscellaneous accessories"
"05521302","Garden hand tools (such as spades)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0552","Small tools and miscellaneous accessories"
"05521303","Garden water sprinkler",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0552","Small tools and miscellaneous accessories"
"05521304","Other garden equipment",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","055","Tools and equipment for house and garden","0552","Small tools and miscellaneous accessories"
"05611100","Soap, (bars and cakes, not toilet soap), washing powders, liquid detergents and bleaches, dishwasher tablets",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05611200","Scouring powders, pot scourers, etc",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05611300","Floor shoe and furniture polish",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05611400","Insecticides, (indoor), pesticides, drain and toilet cleansers, air freshener etc",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612010","Scissors, needles, pins",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612110","Packaging materials (plastic bags and sachets, foil, wax paper, etc)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
